Feature,SHAP_Value,Impact,EmployeeID,Rank,ActualAttrition,PredictedAttrition,Probability_of_Leaving,FinancialRisk,RiskCategory
Travels Frequently,-0.49,Reduces Risk,1406,1,0,0,0.38030959127301256,303943.43,High
Age,-0.486,Reduces Risk,1406,2,0,0,0.38030959127301256,303943.43,High
Medical,-0.343,Reduces Risk,1406,3,0,0,0.38030959127301256,303943.43,High
Male,-0.296,Reduces Risk,1406,4,0,0,0.38030959127301256,303943.43,High
Laboratory Technician,-0.268,Reduces Risk,1406,5,0,0,0.38030959127301256,303943.43,High
Research Scientist,0.75,Increases Risk,432,1,0,0,0.009163857498126671,4565.8,Low
YearsSinceLastPromotion,0.49,Increases Risk,432,2,0,0,0.009163857498126671,4565.8,Low
Travels Rarely,0.35,Increases Risk,432,3,0,0,0.009163857498126671,4565.8,Low
JobInvolvement,0.343,Increases Risk,432,4,0,0,0.009163857498126671,4565.8,Low
Medical,0.21,Increases Risk,432,5,0,0,0.009163857498126671,4565.8,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,432,1,0,0,0.009163857498126671,4565.8,Low
Travels Frequently,-0.49,Reduces Risk,432,2,0,0,0.009163857498126671,4565.8,Low
Single,-0.475,Reduces Risk,432,3,0,0,0.009163857498126671,4565.8,Low
YearsWithCurrManager,-0.416,Reduces Risk,432,4,0,0,0.009163857498126671,4565.8,Low
Overtime,-0.409,Reduces Risk,432,5,0,0,0.009163857498126671,4565.8,Low
Laboratory Technician,1.794,Increases Risk,1128,1,0,1,0.6896788974387246,690478.92,High
Overtime,1.744,Increases Risk,1128,2,0,1,0.6896788974387246,690478.92,High
Travels Frequently,1.326,Increases Risk,1128,3,0,1,0.6896788974387246,690478.92,High
JobSatisfaction,0.676,Increases Risk,1128,4,0,1,0.6896788974387246,690478.92,High
EnvironmentSatisfaction,0.55,Increases Risk,1128,5,0,1,0.6896788974387246,690478.92,High
Travels Rarely,-0.622,Reduces Risk,1128,1,0,1,0.6896788974387246,690478.92,High
JobInvolvement,-0.61,Reduces Risk,1128,2,0,1,0.6896788974387246,690478.92,High
Single,-0.475,Reduces Risk,1128,3,0,1,0.6896788974387246,690478.92,High
YearsAtCompany,-0.39,Reduces Risk,1128,4,0,1,0.6896788974387246,690478.92,High
Life Sciences,-0.373,Reduces Risk,1128,5,0,1,0.6896788974387246,690478.92,High
NumCompaniesWorked,1.31,Increases Risk,208,1,0,0,0.00861348343137033,7559.88,Low
WorkLifeBalance,0.589,Increases Risk,208,2,0,0,0.00861348343137033,7559.88,Low
YearsInCurrentRole,0.375,Increases Risk,208,3,0,0,0.00861348343137033,7559.88,Low
JobInvolvement,0.343,Increases Risk,208,4,0,0,0.00861348343137033,7559.88,Low
TotalWorkingYears,0.32,Increases Risk,208,5,0,0,0.00861348343137033,7559.88,Low
Travels Rarely,-0.622,Reduces Risk,208,1,0,0,0.00861348343137033,7559.88,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,208,2,0,0,0.00861348343137033,7559.88,Low
JobSatisfaction,-0.51,Reduces Risk,208,3,0,0,0.00861348343137033,7559.88,Low
Travels Frequently,-0.49,Reduces Risk,208,4,0,0,0.00861348343137033,7559.88,Low
Single,-0.475,Reduces Risk,208,5,0,0,0.00861348343137033,7559.88,Low
Travels Frequently,1.326,Increases Risk,1468,1,0,0,0.016396484107603942,15907.87,Low
Sales Executive,0.696,Increases Risk,1468,2,0,0,0.016396484107603942,15907.87,Low
Sales Department,0.404,Increases Risk,1468,3,0,0,0.016396484107603942,15907.87,Low
JobInvolvement,0.343,Increases Risk,1468,4,0,0,0.016396484107603942,15907.87,Low
JobSatisfaction,0.281,Increases Risk,1468,5,0,0,0.016396484107603942,15907.87,Low
Travels Rarely,-0.622,Reduces Risk,1468,1,0,0,0.016396484107603942,15907.87,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,1468,2,0,0,0.016396484107603942,15907.87,Low
YearsWithCurrManager,-0.547,Reduces Risk,1468,3,0,0,0.016396484107603942,15907.87,Low
Single,-0.475,Reduces Risk,1468,4,0,0,0.016396484107603942,15907.87,Low
Overtime,-0.409,Reduces Risk,1468,5,0,0,0.016396484107603942,15907.87,Low
Laboratory Technician,1.794,Increases Risk,816,1,0,0,0.27244044146666846,332584.39,High
NumCompaniesWorked,1.31,Increases Risk,816,2,0,0,0.27244044146666846,332584.39,High
Single,0.883,Increases Risk,816,3,0,0,0.27244044146666846,332584.39,High
JobSatisfaction,0.281,Increases Risk,816,4,0,0,0.27244044146666846,332584.39,High
WorkLifeBalance,0.221,Increases Risk,816,5,0,0,0.27244044146666846,332584.39,High
Travels Rarely,-0.622,Reduces Risk,816,1,0,0,0.27244044146666846,332584.39,High
Travels Frequently,-0.49,Reduces Risk,816,2,0,0,0.27244044146666846,332584.39,High
Overtime,-0.409,Reduces Risk,816,3,0,0,0.27244044146666846,332584.39,High
Life Sciences,-0.373,Reduces Risk,816,4,0,0,0.27244044146666846,332584.39,High
YearsSinceLastPromotion,-0.313,Reduces Risk,816,5,0,0,0.27244044146666846,332584.39,High
YearsSinceLastPromotion,1.615,Increases Risk,535,1,0,0,0.11008604714714128,379288.27,High
YearsAtCompany,1.587,Increases Risk,535,2,0,0,0.11008604714714128,379288.27,High
EstimatedMonthlySalary,0.551,Increases Risk,535,3,0,0,0.11008604714714128,379288.27,High
Travels Rarely,0.35,Increases Risk,535,4,0,0,0.11008604714714128,379288.27,High
JobInvolvement,0.343,Increases Risk,535,5,0,0,0.11008604714714128,379288.27,High
TotalWorkingYears,-0.746,Reduces Risk,535,1,0,0,0.11008604714714128,379288.27,High
JobSatisfaction,-0.51,Reduces Risk,535,2,0,0,0.11008604714714128,379288.27,High
Travels Frequently,-0.49,Reduces Risk,535,3,0,0,0.11008604714714128,379288.27,High
Single,-0.475,Reduces Risk,535,4,0,0,0.11008604714714128,379288.27,High
StockOptionLevel,-0.459,Reduces Risk,535,5,0,0,0.11008604714714128,379288.27,High
YearsAtCompany,2.904,Increases Risk,237,1,0,1,0.5074536481475913,1741702.71,High
YearsSinceLastPromotion,2.097,Increases Risk,237,2,0,1,0.5074536481475913,1741702.71,High
Overtime,1.744,Increases Risk,237,3,0,1,0.5074536481475913,1741702.71,High
Single,0.883,Increases Risk,237,4,0,1,0.5074536481475913,1741702.71,High
EnvironmentSatisfaction,0.55,Increases Risk,237,5,0,1,0.5074536481475913,1741702.71,High
TotalWorkingYears,-1.338,Reduces Risk,237,1,0,1,0.5074536481475913,1741702.71,High
YearsWithCurrManager,-1.073,Reduces Risk,237,2,0,1,0.5074536481475913,1741702.71,High
Travels Rarely,-0.622,Reduces Risk,237,3,0,1,0.5074536481475913,1741702.71,High
WorkLifeBalance,-0.515,Reduces Risk,237,4,0,1,0.5074536481475913,1741702.71,High
YearsInCurrentRole,-0.513,Reduces Risk,237,5,0,1,0.5074536481475913,1741702.71,High
Laboratory Technician,1.794,Increases Risk,58,1,0,0,0.006020734636449746,6410.28,Low
Travels Rarely,0.35,Increases Risk,58,2,0,0,0.006020734636449746,6410.28,Low
WorkLifeBalance,0.221,Increases Risk,58,3,0,0,0.006020734636449746,6410.28,Low
Medical,0.21,Increases Risk,58,4,0,0,0.006020734636449746,6410.28,Low
Male,0.153,Increases Risk,58,5,0,0,0.006020734636449746,6410.28,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,58,1,0,0,0.006020734636449746,6410.28,Low
YearsInCurrentRole,-0.513,Reduces Risk,58,2,0,0,0.006020734636449746,6410.28,Low
JobSatisfaction,-0.51,Reduces Risk,58,3,0,0,0.006020734636449746,6410.28,Low
Travels Frequently,-0.49,Reduces Risk,58,4,0,0,0.006020734636449746,6410.28,Low
Single,-0.475,Reduces Risk,58,5,0,0,0.006020734636449746,6410.28,Low
Overtime,1.744,Increases Risk,1229,1,0,0,0.1208744155070723,141771.18,High
YearsInCurrentRole,0.73,Increases Risk,1229,2,0,0,0.1208744155070723,141771.18,High
JobSatisfaction,0.676,Increases Risk,1229,3,0,0,0.1208744155070723,141771.18,High
Manufacturing Director,0.541,Increases Risk,1229,4,0,0,0.1208744155070723,141771.18,High
YearsWithCurrManager,0.503,Increases Risk,1229,5,0,0,0.1208744155070723,141771.18,High
YearsAtCompany,-0.609,Reduces Risk,1229,1,0,0,0.1208744155070723,141771.18,High
Travels Frequently,-0.49,Reduces Risk,1229,2,0,0,0.1208744155070723,141771.18,High
Single,-0.475,Reduces Risk,1229,3,0,0,0.1208744155070723,141771.18,High
TotalWorkingYears,-0.45,Reduces Risk,1229,4,0,0,0.1208744155070723,141771.18,High
Life Sciences,-0.373,Reduces Risk,1229,5,0,0,0.1208744155070723,141771.18,High
DistanceFromHome,0.784,Increases Risk,324,1,0,0,0.0018000919518343513,1871.2,Low
Research Scientist,0.75,Increases Risk,324,2,0,0,0.0018000919518343513,1871.2,Low
YearsAtCompany,0.379,Increases Risk,324,3,0,0,0.0018000919518343513,1871.2,Low
Travels Rarely,0.35,Increases Risk,324,4,0,0,0.0018000919518343513,1871.2,Low
Married,0.239,Increases Risk,324,5,0,0,0.0018000919518343513,1871.2,Low
YearsInCurrentRole,-0.691,Reduces Risk,324,1,0,0,0.0018000919518343513,1871.2,Low
YearsWithCurrManager,-0.679,Reduces Risk,324,2,0,0,0.0018000919518343513,1871.2,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,324,3,0,0,0.0018000919518343513,1871.2,Low
JobSatisfaction,-0.51,Reduces Risk,324,4,0,0,0.0018000919518343513,1871.2,Low
Travels Frequently,-0.49,Reduces Risk,324,5,0,0,0.0018000919518343513,1871.2,Low
NumCompaniesWorked,1.31,Increases Risk,371,1,0,0,0.13221202207777458,52379.76,Medium
Single,0.883,Increases Risk,371,2,0,0,0.13221202207777458,52379.76,Medium
Research Scientist,0.75,Increases Risk,371,3,0,0,0.13221202207777458,52379.76,Medium
DistanceFromHome,0.576,Increases Risk,371,4,0,0,0.13221202207777458,52379.76,Medium
YearsInCurrentRole,0.375,Increases Risk,371,5,0,0,0.13221202207777458,52379.76,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,371,1,0,0,0.13221202207777458,52379.76,Medium
JobSatisfaction,-0.51,Reduces Risk,371,2,0,0,0.13221202207777458,52379.76,Medium
Travels Frequently,-0.49,Reduces Risk,371,3,0,0,0.13221202207777458,52379.76,Medium
Overtime,-0.409,Reduces Risk,371,4,0,0,0.13221202207777458,52379.76,Medium
YearsAtCompany,-0.39,Reduces Risk,371,5,0,0,0.13221202207777458,52379.76,Medium
Single,0.883,Increases Risk,700,1,1,0,0.09656905531449131,43091.04,Medium
Research Scientist,0.75,Increases Risk,700,2,1,0,0.09656905531449131,43091.04,Medium
YearsInCurrentRole,0.73,Increases Risk,700,3,1,0,0.09656905531449131,43091.04,Medium
YearsWithCurrManager,0.503,Increases Risk,700,4,1,0,0.09656905531449131,43091.04,Medium
Technical Degree,0.428,Increases Risk,700,5,1,0,0.09656905531449131,43091.04,Medium
YearsAtCompany,-0.609,Reduces Risk,700,1,1,0,0.09656905531449131,43091.04,Medium
Age,-0.592,Reduces Risk,700,2,1,0,0.09656905531449131,43091.04,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,700,3,1,0,0.09656905531449131,43091.04,Medium
Travels Frequently,-0.49,Reduces Risk,700,4,1,0,0.09656905531449131,43091.04,Medium
Overtime,-0.409,Reduces Risk,700,5,1,0,0.09656905531449131,43091.04,Medium
Overtime,1.744,Increases Risk,691,1,0,1,0.5045742688571084,328508.12,High
Travels Frequently,1.326,Increases Risk,691,2,0,1,0.5045742688571084,328508.12,High
NumCompaniesWorked,1.106,Increases Risk,691,3,0,1,0.5045742688571084,328508.12,High
Research Scientist,0.75,Increases Risk,691,4,0,1,0.5045742688571084,328508.12,High
YearsInCurrentRole,0.552,Increases Risk,691,5,0,1,0.5045742688571084,328508.12,High
Travels Rarely,-0.622,Reduces Risk,691,1,0,1,0.5045742688571084,328508.12,High
YearsAtCompany,-0.609,Reduces Risk,691,2,0,1,0.5045742688571084,328508.12,High
EnvironmentSatisfaction,-0.588,Reduces Risk,691,3,0,1,0.5045742688571084,328508.12,High
Single,-0.475,Reduces Risk,691,4,0,1,0.5045742688571084,328508.12,High
Medical,-0.343,Reduces Risk,691,5,0,1,0.5045742688571084,328508.12,High
YearsAtCompany,0.818,Increases Risk,1185,1,0,0,0.0011230448522731899,3558.41,Low
YearsSinceLastPromotion,0.651,Increases Risk,1185,2,0,0,0.0011230448522731899,3558.41,Low
EstimatedMonthlySalary,0.488,Increases Risk,1185,3,0,0,0.0011230448522731899,3558.41,Low
Travels Rarely,0.35,Increases Risk,1185,4,0,0,0.0011230448522731899,3558.41,Low
JobInvolvement,0.343,Increases Risk,1185,5,0,0,0.0011230448522731899,3558.41,Low
JobRole_Research Director,-1.125,Reduces Risk,1185,1,0,0,0.0011230448522731899,3558.41,Low
YearsInCurrentRole,-1.046,Reduces Risk,1185,2,0,0,0.0011230448522731899,3558.41,Low
YearsWithCurrManager,-0.941,Reduces Risk,1185,3,0,0,0.0011230448522731899,3558.41,Low
Travels Frequently,-0.49,Reduces Risk,1185,4,0,0,0.0011230448522731899,3558.41,Low
Single,-0.475,Reduces Risk,1185,5,0,0,0.0011230448522731899,3558.41,Low
YearsInCurrentRole,0.73,Increases Risk,628,1,0,0,0.06158204682257128,70210.92,Medium
Sales Executive,0.696,Increases Risk,628,2,0,0,0.06158204682257128,70210.92,Medium
YearsWithCurrManager,0.503,Increases Risk,628,3,0,0,0.06158204682257128,70210.92,Medium
Sales Department,0.404,Increases Risk,628,4,0,0,0.06158204682257128,70210.92,Medium
Travels Rarely,0.35,Increases Risk,628,5,0,0,0.06158204682257128,70210.92,Medium
YearsAtCompany,-0.609,Reduces Risk,628,1,0,0,0.06158204682257128,70210.92,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,628,2,0,0,0.06158204682257128,70210.92,Medium
Travels Frequently,-0.49,Reduces Risk,628,3,0,0,0.06158204682257128,70210.92,Medium
Single,-0.475,Reduces Risk,628,4,0,0,0.06158204682257128,70210.92,Medium
Overtime,-0.409,Reduces Risk,628,5,0,0,0.06158204682257128,70210.92,Medium
Overtime,1.744,Increases Risk,886,1,0,0,0.048363340688208245,31156.63,Medium
Research Scientist,0.75,Increases Risk,886,2,0,0,0.048363340688208245,31156.63,Medium
YearsSinceLastPromotion,0.49,Increases Risk,886,3,0,0,0.048363340688208245,31156.63,Medium
YearsAtCompany,0.489,Increases Risk,886,4,0,0,0.048363340688208245,31156.63,Medium
Travels Rarely,0.35,Increases Risk,886,5,0,0,0.048363340688208245,31156.63,Medium
YearsInCurrentRole,-0.868,Reduces Risk,886,1,0,0,0.048363340688208245,31156.63,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,886,2,0,0,0.048363340688208245,31156.63,Medium
NumCompaniesWorked,-0.524,Reduces Risk,886,3,0,0,0.048363340688208245,31156.63,Medium
Travels Frequently,-0.49,Reduces Risk,886,4,0,0,0.048363340688208245,31156.63,Medium
Single,-0.475,Reduces Risk,886,5,0,0,0.048363340688208245,31156.63,Medium
Research Scientist,0.75,Increases Risk,1052,1,0,0,0.025987517668238237,5959.46,Low
YearsInCurrentRole,0.73,Increases Risk,1052,2,0,0,0.025987517668238237,5959.46,Low
TotalWorkingYears,0.557,Increases Risk,1052,3,0,0,0.025987517668238237,5959.46,Low
YearsWithCurrManager,0.503,Increases Risk,1052,4,0,0,0.025987517668238237,5959.46,Low
Technical Degree,0.428,Increases Risk,1052,5,0,0,0.025987517668238237,5959.46,Low
Travels Rarely,-0.622,Reduces Risk,1052,1,0,0,0.025987517668238237,5959.46,Low
YearsAtCompany,-0.609,Reduces Risk,1052,2,0,0,0.025987517668238237,5959.46,Low
Travels Frequently,-0.49,Reduces Risk,1052,3,0,0,0.025987517668238237,5959.46,Low
Single,-0.475,Reduces Risk,1052,4,0,0,0.025987517668238237,5959.46,Low
Overtime,-0.409,Reduces Risk,1052,5,0,0,0.025987517668238237,5959.46,Low
Travels Frequently,1.326,Increases Risk,1131,1,0,0,0.1591859733066874,145072.54,High
YearsSinceLastPromotion,0.812,Increases Risk,1131,2,0,0,0.1591859733066874,145072.54,High
Technical Degree,0.428,Increases Risk,1131,3,0,0,0.1591859733066874,145072.54,High
YearsInCurrentRole,0.375,Increases Risk,1131,4,0,0,0.1591859733066874,145072.54,High
JobInvolvement,0.343,Increases Risk,1131,5,0,0,0.1591859733066874,145072.54,High
Travels Rarely,-0.622,Reduces Risk,1131,1,0,0,0.1591859733066874,145072.54,High
EnvironmentSatisfaction,-0.588,Reduces Risk,1131,2,0,0,0.1591859733066874,145072.54,High
Single,-0.475,Reduces Risk,1131,3,0,0,0.1591859733066874,145072.54,High
YearsWithCurrManager,-0.416,Reduces Risk,1131,4,0,0,0.1591859733066874,145072.54,High
Overtime,-0.409,Reduces Risk,1131,5,0,0,0.1591859733066874,145072.54,High
Travels Frequently,1.326,Increases Risk,990,1,0,0,0.13551096845953486,243870.96,High
NumCompaniesWorked,0.699,Increases Risk,990,2,0,0,0.13551096845953486,243870.96,High
Sales Executive,0.696,Increases Risk,990,3,0,0,0.13551096845953486,243870.96,High
Sales Department,0.404,Increases Risk,990,4,0,0,0.13551096845953486,243870.96,High
RelationshipSatisfaction,0.267,Increases Risk,990,5,0,0,0.13551096845953486,243870.96,High
Travels Rarely,-0.622,Reduces Risk,990,1,0,0,0.13551096845953486,243870.96,High
WorkLifeBalance,-0.515,Reduces Risk,990,2,0,0,0.13551096845953486,243870.96,High
JobSatisfaction,-0.51,Reduces Risk,990,3,0,0,0.13551096845953486,243870.96,High
Single,-0.475,Reduces Risk,990,4,0,0,0.13551096845953486,243870.96,High
Overtime,-0.409,Reduces Risk,990,5,0,0,0.13551096845953486,243870.96,High
YearsAtCompany,2.136,Increases Risk,677,1,0,0,0.08553820909800208,113983.09,Medium
Laboratory Technician,1.794,Increases Risk,677,2,0,0,0.08553820909800208,113983.09,Medium
EnvironmentSatisfaction,0.55,Increases Risk,677,3,0,0,0.08553820909800208,113983.09,Medium
Travels Rarely,0.35,Increases Risk,677,4,0,0,0.08553820909800208,113983.09,Medium
NumCompaniesWorked,0.291,Increases Risk,677,5,0,0,0.08553820909800208,113983.09,Medium
TotalWorkingYears,-1.101,Reduces Risk,677,1,0,0,0.08553820909800208,113983.09,Medium
YearsInCurrentRole,-0.868,Reduces Risk,677,2,0,0,0.08553820909800208,113983.09,Medium
Other Education,-0.519,Reduces Risk,677,3,0,0,0.08553820909800208,113983.09,Medium
Travels Frequently,-0.49,Reduces Risk,677,4,0,0,0.08553820909800208,113983.09,Medium
Single,-0.475,Reduces Risk,677,5,0,0,0.08553820909800208,113983.09,Medium
YearsInCurrentRole,0.73,Increases Risk,233,1,0,0,0.0008795700617162917,3089.98,Low
EstimatedMonthlySalary,0.566,Increases Risk,233,2,0,0,0.0008795700617162917,3089.98,Low
Sales Department,0.404,Increases Risk,233,3,0,0,0.0008795700617162917,3089.98,Low
Travels Rarely,0.35,Increases Risk,233,4,0,0,0.0008795700617162917,3089.98,Low
WorkLifeBalance,0.221,Increases Risk,233,5,0,0,0.0008795700617162917,3089.98,Low
TotalWorkingYears,-1.279,Reduces Risk,233,1,0,0,0.0008795700617162917,3089.98,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,233,2,0,0,0.0008795700617162917,3089.98,Low
JobSatisfaction,-0.51,Reduces Risk,233,3,0,0,0.0008795700617162917,3089.98,Low
Travels Frequently,-0.49,Reduces Risk,233,4,0,0,0.0008795700617162917,3089.98,Low
Single,-0.475,Reduces Risk,233,5,0,0,0.0008795700617162917,3089.98,Low
YearsSinceLastPromotion,0.812,Increases Risk,423,1,0,0,0.014075316935897654,21312.28,Low
Sales Executive,0.696,Increases Risk,423,2,0,0,0.014075316935897654,21312.28,Low
JobSatisfaction,0.676,Increases Risk,423,3,0,0,0.014075316935897654,21312.28,Low
DistanceFromHome,0.535,Increases Risk,423,4,0,0,0.014075316935897654,21312.28,Low
Sales Department,0.404,Increases Risk,423,5,0,0,0.014075316935897654,21312.28,Low
YearsInCurrentRole,-0.691,Reduces Risk,423,1,0,0,0.014075316935897654,21312.28,Low
Travels Rarely,-0.622,Reduces Risk,423,2,0,0,0.014075316935897654,21312.28,Low
YearsWithCurrManager,-0.547,Reduces Risk,423,3,0,0,0.014075316935897654,21312.28,Low
NumCompaniesWorked,-0.524,Reduces Risk,423,4,0,0,0.014075316935897654,21312.28,Low
Other Education,-0.519,Reduces Risk,423,5,0,0,0.014075316935897654,21312.28,Low
Laboratory Technician,1.794,Increases Risk,196,1,0,0,0.39646629126937344,315785.4,High
Travels Frequently,1.326,Increases Risk,196,2,0,0,0.39646629126937344,315785.4,High
Single,0.883,Increases Risk,196,3,0,0,0.39646629126937344,315785.4,High
NumCompaniesWorked,0.495,Increases Risk,196,4,0,0,0.39646629126937344,315785.4,High
YearsInCurrentRole,0.375,Increases Risk,196,5,0,0,0.39646629126937344,315785.4,High
Travels Rarely,-0.622,Reduces Risk,196,1,0,0,0.39646629126937344,315785.4,High
Overtime,-0.409,Reduces Risk,196,2,0,0,0.39646629126937344,315785.4,High
TrainingTimesLastYear,-0.363,Reduces Risk,196,3,0,0,0.39646629126937344,315785.4,High
Medical,-0.343,Reduces Risk,196,4,0,0,0.39646629126937344,315785.4,High
DistanceFromHome,-0.297,Reduces Risk,196,5,0,0,0.39646629126937344,315785.4,High
NumCompaniesWorked,0.903,Increases Risk,1234,1,0,0,0.08513245847827407,76282.09,Medium
YearsInCurrentRole,0.73,Increases Risk,1234,2,0,0,0.08513245847827407,76282.09,Medium
Sales Executive,0.696,Increases Risk,1234,3,0,0,0.08513245847827407,76282.09,Medium
WorkLifeBalance,0.589,Increases Risk,1234,4,0,0,0.08513245847827407,76282.09,Medium
YearsWithCurrManager,0.503,Increases Risk,1234,5,0,0,0.08513245847827407,76282.09,Medium
Travels Rarely,-0.622,Reduces Risk,1234,1,0,0,0.08513245847827407,76282.09,Medium
YearsAtCompany,-0.609,Reduces Risk,1234,2,0,0,0.08513245847827407,76282.09,Medium
Travels Frequently,-0.49,Reduces Risk,1234,3,0,0,0.08513245847827407,76282.09,Medium
Single,-0.475,Reduces Risk,1234,4,0,0,0.08513245847827407,76282.09,Medium
Overtime,-0.409,Reduces Risk,1234,5,0,0,0.08513245847827407,76282.09,Medium
Single,0.883,Increases Risk,81,1,0,0,0.06603710990154985,33984.02,Medium
Research Scientist,0.75,Increases Risk,81,2,0,0,0.06603710990154985,33984.02,Medium
Travels Rarely,0.35,Increases Risk,81,3,0,0,0.06603710990154985,33984.02,Medium
